date,season,tempmax,tempmin,humidity,precip,crop,Pest_Attack
23-04-2015,Summer,39,22.6,28.9,0,blackgram,0
24-04-2015,Summer,40,24.7,27.7,0,watermelon,0
25-04-2015,Summer,36.5,24,36.9,0,chickpea,0
26-04-2015,Summer,33.7,24,46.8,0,mungbean,0
27-04-2015,Summer,37.1,24.7,47.9,0,lentil,0
28-04-2015,Summer,37,23.7,45.9,0,watermelon,0
29-04-2015,Summer,36.2,24.5,46.1,0,apple,0
30-04-2015,Summer,40,26.1,40.9,0,coffee,0
13-05-2015,Summer,35.8,24,57.7,1.701,rice,0
14-05-2015,Summer,37,23,51.7,0,papaya,0
15-05-2015,Summer,36,25,53.5,0.34,mango,0
16-05-2015,Summer,37,23.1,50.7,0,banana,0
17-05-2015,Summer,40.1,25.7,42.5,0,watermelon,0
18-05-2015,Summer,43,29.7,34.1,0,banana,0
19-05-2015,Summer,42,25,42.6,0.1,jute,0
20-05-2015,Summer,43,23,41.4,0,chickpea,0
22-05-2015,Summer,44,28.5,22.2,0,mango,0
23-05-2015,Summer,44,28.2,22.2,0,blackgram,0
24-05-2015,Summer,43.1,28.8,24.6,0,kidneybeans,0
25-05-2015,Summer,45,30,20.8,0,kidneybeans,0
26-05-2015,Summer,46,30.1,17.8,0,mothbeans,0
27-05-2015,Summer,43,26.2,20,0,coffee,0
28-05-2015,Summer,43,26.9,26.2,0,muskmelon,0
29-05-2015,Summer,44,29,27.3,0,mothbeans,0
30-05-2015,Summer,44,28.9,26.9,0,chickpea,0
31-05-2015,Summer,41,30.2,26.4,0,muskmelon,0
13-06-2015,Monsoon,39.1,24,48.9,5,chickpea,0
14-06-2015,Monsoon,32,22,72.7,20.507,coconut,0
15-06-2015,Monsoon,37,27,62.8,0,muskmelon,0
16-06-2015,Monsoon,38.5,27.7,57.5,0,maize,0
17-06-2015,Monsoon,39.1,27,53.8,0.1,maize,0
18-06-2015,Monsoon,41,29.6,44.8,0,grapes,0
19-06-2015,Monsoon,42,30.8,45.6,0,pomegranate,0
20-06-2015,Monsoon,38,29.1,52.4,0,papaya,0
21-06-2015,Monsoon,34.3,25,65.1,5.955,grapes,0
22-06-2015,Monsoon,37.1,28,61.7,3.403,apple,0
23-06-2015,Monsoon,39.2,27,63.9,0.851,mothbeans,0
24-06-2015,Monsoon,36,25,74,0.851,papaya,1
25-06-2015,Monsoon,30,23,83.4,17.268,maize,0
26-06-2015,Monsoon,39,24.9,65,0,kidneybeans,0
27-06-2015,Monsoon,38,28,56.5,0,mothbeans,0
28-06-2015,Monsoon,39.2,28,51.3,0,grapes,0
29-06-2015,Monsoon,35,27,60.3,0,cotton,0
30-06-2015,Monsoon,35,26.8,60.5,0,blackgram,0
15-07-2015,Monsoon,37,28,65.4,0,orange,0
16-07-2015,Monsoon,37,29.2,64.6,0,chickpea,0
17-07-2015,Monsoon,33,28.7,80.2,0.17,pomegranate,0
18-07-2015,Monsoon,33.3,28,82.4,0.3,grapes,0
19-07-2015,Monsoon,34,26,77.1,0.17,papaya,1
20-07-2015,Monsoon,32.5,25,81,6.382,mothbeans,0
21-07-2015,Monsoon,35,27,75.5,0,grapes,0
22-07-2015,Monsoon,35.5,28,75,0.2,pigeonpeas,0
23-07-2015,Monsoon,35,28.8,72.9,0,watermelon,0
24-07-2015,Monsoon,34.5,28,73.2,0.8,pigeonpeas,0
25-07-2015,Monsoon,35.7,28,73.7,5.104,coffee,0
26-07-2015,Monsoon,33,28,77.6,3.402,apple,0
27-07-2015,Monsoon,34,26.1,73.5,0.255,mothbeans,0
28-07-2015,Monsoon,32.6,26,70.6,0,blackgram,0
29-07-2015,Monsoon,30,25.7,75.7,0,chickpea,0
30-07-2015,Monsoon,30.5,26,79.2,0.4,watermelon,0
31-07-2015,Monsoon,31.1,25,76.1,1.701,jute,1
13-08-2015,Monsoon,34.7,28,75.8,0.2,blackgram,0
14-08-2015,Monsoon,33,29,78.4,0,coconut,0
15-08-2015,Monsoon,32.7,26,89.1,6.895,maize,0
16-08-2015,Monsoon,32.7,26,88.1,1.701,mungbean,0
17-08-2015,Monsoon,35,26.9,78.5,3.403,pomegranate,0
18-08-2015,Monsoon,35,26,78.4,0.085,chickpea,0
19-08-2015,Monsoon,34.8,25,74.5,0,mungbean,0
20-08-2015,Monsoon,34,28,69.4,0.1,grapes,0
21-08-2015,Monsoon,33,27,72.8,5.104,maize,0
22-08-2015,Monsoon,33,26.5,72.6,1.1,coffee,0
23-08-2015,Monsoon,35,26,73.5,46.785,pigeonpeas,0
24-08-2015,Monsoon,34.5,25,73.9,0.2,muskmelon,0
25-08-2015,Monsoon,36,27,64.8,0,rice,0
26-08-2015,Monsoon,36.1,27,66.9,0,papaya,1
27-08-2015,Monsoon,36.9,27,66.5,0,cotton,0
28-08-2015,Monsoon,37,27.4,68,0,jute,0
29-08-2015,Monsoon,37,27,63.2,0,grapes,0
30-08-2015,Monsoon,36.2,29,62.6,0,apple,0
31-08-2015,Monsoon,35.6,28,61.5,0,papaya,0
13-09-2015,Monsoon,37.6,26,63,0,lentil,0
14-09-2015,Monsoon,37.2,27.5,56.7,0,cotton,0
15-09-2015,Monsoon,37.6,27,58.3,0,kidneybeans,0
16-09-2015,Monsoon,36.7,29,61.8,0,muskmelon,0
17-09-2015,Monsoon,36,27.5,61.1,0,pomegranate,0
18-09-2015,Monsoon,34.7,28,69.3,0.17,coffee,0
19-09-2015,Monsoon,35,26.1,78.7,18.544,papaya,1
20-09-2015,Monsoon,36,27,72,0,cotton,0
21-09-2015,Monsoon,35,26,69.3,0,grapes,0
22-09-2015,Monsoon,34.5,26,71.4,0.17,pomegranate,0
23-09-2015,Monsoon,32.1,25,69.3,0,mungbean,0
24-09-2015,Monsoon,33.1,24,62,0,papaya,0
25-09-2015,Monsoon,34,23,54.5,0,kidneybeans,0
26-09-2015,Monsoon,35,24.4,57.7,0,jute,0
27-09-2015,Monsoon,34.2,25,61,0,mungbean,0
28-09-2015,Monsoon,34,23,61.9,0,pigeonpeas,0
29-09-2015,Monsoon,34,22,61.4,0,pigeonpeas,0
30-09-2015,Monsoon,35,21,55.2,0,chickpea,0
13-10-2015,Post-Monsoon,35,24,65.1,0.1,orange,0
14-10-2015,Post-Monsoon,34.5,23.9,64.5,0.34,apple,0
15-10-2015,Post-Monsoon,34.2,21,65.3,0,orange,0
16-10-2015,Post-Monsoon,35,22.2,60.1,0,papaya,0
17-10-2015,Post-Monsoon,34.4,23,63.2,0,papaya,0
18-10-2015,Post-Monsoon,34,23,59.8,0,kidneybeans,0
19-10-2015,Post-Monsoon,35.5,22.9,57.8,0,muskmelon,0
20-10-2015,Post-Monsoon,36,23.7,57,0.3,apple,0
21-10-2015,Post-Monsoon,33,22,56.5,0,muskmelon,0
22-10-2015,Post-Monsoon,32.6,19,51.4,0,watermelon,0
23-10-2015,Post-Monsoon,32,17,52.6,0,pigeonpeas,0
24-10-2015,Post-Monsoon,33.5,18.5,50.3,0,muskmelon,0
25-10-2015,Post-Monsoon,33.8,19.3,48.3,0,coconut,0
26-10-2015,Post-Monsoon,32.2,21,51.8,0,jute,0
27-10-2015,Post-Monsoon,31,19,55.2,0,lentil,0
28-10-2015,Post-Monsoon,26,18,58.3,0,jute,0
29-10-2015,Post-Monsoon,28.3,15,59.3,0,pigeonpeas,0
30-10-2015,Post-Monsoon,28.9,17,63.4,0,coffee,0
31-10-2015,Post-Monsoon,29.4,17,65.9,0,kidneybeans,0
13-11-2015,Post-Monsoon,29,17,60.5,0,mango,0
14-11-2015,Post-Monsoon,29.2,17,60.9,0,banana,0
15-11-2015,Post-Monsoon,31.1,17.3,56.6,0,mungbean,0
16-11-2015,Post-Monsoon,29,17.9,48.4,0,papaya,0
17-11-2015,Post-Monsoon,28.2,15,45.3,0,cotton,0
18-11-2015,Post-Monsoon,27,12.5,53.3,0,cotton,0
19-11-2015,Post-Monsoon,27.1,12,58,0,mango,0
20-11-2015,Post-Monsoon,27.4,12.5,62.2,0,jute,0
21-11-2015,Post-Monsoon,27.9,13,63.6,0,watermelon,0
22-11-2015,Post-Monsoon,29.1,12.7,62.5,0,lentil,0
23-11-2015,Post-Monsoon,29,12.1,64,0,coffee,0
24-11-2015,Post-Monsoon,27.1,12,60.5,0,banana,0
25-11-2015,Post-Monsoon,27.5,13,56.1,0,mothbeans,0
26-11-2015,Post-Monsoon,28.7,13,55.2,0,pigeonpeas,0
27-11-2015,Post-Monsoon,22.2,12,64.5,0,muskmelon,0
28-11-2015,Post-Monsoon,23.8,14.8,82,0,watermelon,0
29-11-2015,Post-Monsoon,25,13.7,80.1,0,grapes,0
30-11-2015,Post-Monsoon,26.8,15,83.6,0,watermelon,0
13-12-2015,Post-Monsoon,20.7,6,71.3,0,chickpea,0
14-12-2015,Post-Monsoon,20.8,7,63.2,0,mungbean,0
15-12-2015,Post-Monsoon,21.8,7,61.2,0,papaya,0
16-12-2015,Post-Monsoon,22.7,5.9,61.3,0,coconut,0
17-12-2015,Post-Monsoon,21,6.9,66.9,0,watermelon,0
18-12-2015,Post-Monsoon,21,7,71.9,0,orange,0
19-12-2015,Post-Monsoon,20.7,6,70.1,0,banana,0
20-12-2015,Post-Monsoon,20.7,4.6,70.3,0,muskmelon,0
21-12-2015,Post-Monsoon,20.5,6.6,70.6,0,jute,0
22-12-2015,Post-Monsoon,20.1,7,75.7,0,apple,0
23-12-2015,Post-Monsoon,18.7,7.3,83.3,0,watermelon,0
24-12-2015,Post-Monsoon,19,7,70.7,0,mothbeans,0
25-12-2015,Post-Monsoon,19,5,65.9,0,cotton,0
26-12-2015,Post-Monsoon,21.1,6,63.5,0,lentil,0
27-12-2015,Post-Monsoon,22.1,8,64.9,0,coffee,0
28-12-2015,Post-Monsoon,24.1,10,61.9,0,papaya,0
29-12-2015,Post-Monsoon,23.7,9,65.5,0,grapes,0
30-12-2015,Post-Monsoon,25,9,69.3,0,pigeonpeas,0
31-12-2015,Post-Monsoon,24.4,9,70.2,0,jute,0
13-01-2016,Winter,22.6,13,80.7,0,jute,0
14-01-2016,Winter,18.8,12.2,85.3,0,banana,0
15-01-2016,Winter,15,10,87.4,0,grapes,0
16-01-2016,Winter,16.8,10,81.5,0,lentil,0
17-01-2016,Winter,18.6,9,80.9,0,cotton,0
18-01-2016,Winter,18.8,7,83,0,pomegranate,0
19-01-2016,Winter,15,9,91.7,0,cotton,0
20-01-2016,Winter,14.7,7.7,88.6,0,jute,0
21-01-2016,Winter,16.8,7,80.5,0,mungbean,0
22-01-2016,Winter,17.2,4,87.7,0,coffee,0
23-01-2016,Winter,21.8,5.2,80.4,0,cotton,0
24-01-2016,Winter,15.6,7,91.3,0,lentil,0
25-01-2016,Winter,17.8,6,80.9,0,coconut,0
26-01-2016,Winter,21,7.5,83,0,mango,0
27-01-2016,Winter,23.8,10.2,73.2,0,pigeonpeas,0
28-01-2016,Winter,23.8,9.2,73.6,0,rice,0
29-01-2016,Winter,27.9,11.8,73.7,0,apple,0
30-01-2016,Winter,26.7,13.7,76.1,0,rice,0
31-01-2016,Winter,21,14,80.9,0,watermelon,0
13-02-2016,Winter,22.3,12.7,60.8,0.03,rice,0
14-02-2016,Winter,23.8,10.2,66.4,0,mango,0
15-02-2016,Winter,22.8,11.4,61.8,0,pigeonpeas,0
16-02-2016,Winter,24,10,58.3,0,mothbeans,0
17-02-2016,Winter,25,11,56.6,0,rice,0
18-02-2016,Winter,23,15,75.8,0.83,banana,0
19-02-2016,Winter,29.8,15,73,0,coffee,0
20-02-2016,Winter,27.8,19.9,74.9,0.34,chickpea,0
21-02-2016,Winter,25.8,16,71.4,0,coconut,0
22-02-2016,Winter,28,11,59.8,0,muskmelon,0
23-02-2016,Winter,29,13,52.2,0,mungbean,0
24-02-2016,Winter,30.3,12,58.8,0,jute,0
25-02-2016,Winter,30,12,58.3,0,mothbeans,0
26-02-2016,Winter,29.9,13.4,55.7,0,pomegranate,0
27-02-2016,Winter,29.7,14.7,58,0,maize,0
28-02-2016,Winter,29.8,14.5,65.9,0,pomegranate,0
29-02-2016,Winter,30.8,16.4,66.4,0,lentil,0
13-03-2016,Summer,28.9,17.6,66.2,0,rice,0
14-03-2016,Summer,27,17.8,64.9,0.3,papaya,0
15-03-2016,Summer,29.3,15,63.1,0,lentil,0
16-03-2016,Summer,29.1,14,60.5,0,grapes,0
17-03-2016,Summer,31.7,18,54.1,0,grapes,0
18-03-2016,Summer,31.7,20.7,59.1,0.425,maize,0
19-03-2016,Summer,33,20,59.5,13.909,coconut,0
20-03-2016,Summer,33,19.5,60.7,0,pomegranate,1
21-03-2016,Summer,32,20.5,47.9,0,pigeonpeas,0
22-03-2016,Summer,30,17,40.6,0,apple,0
23-03-2016,Summer,32.2,16,45,0,coffee,0
25-03-2016,Summer,36.4,19,49.7,0,cotton,0
27-03-2016,Summer,32,18,53.6,0,mungbean,0
28-03-2016,Summer,33,16,51,0,pomegranate,1
29-03-2016,Summer,32.2,18,48.3,0,jute,0
30-03-2016,Summer,35,19.3,44.9,0,jute,0
31-03-2016,Summer,37.4,20.7,40.7,0,coffee,0
13-04-2016,Summer,38,21,28.8,0,coconut,0
14-04-2016,Summer,39.4,22,26.7,0,grapes,0
15-04-2016,Summer,40.4,23.9,25.7,0,coconut,0
16-04-2016,Summer,42.4,25.6,26.8,0,rice,0
17-04-2016,Summer,42,28,26,0,kidneybeans,0
18-04-2016,Summer,40.4,28,30.8,0,orange,0
19-04-2016,Summer,42,26.7,33.1,0,lentil,0
20-04-2016,Summer,40.2,25,27.9,0,cotton,0
21-04-2016,Summer,39.4,23,26.6,0,mungbean,0
22-04-2016,Summer,41,25.4,28.8,0,lentil,0
23-04-2016,Summer,37.3,24.1,27,0,muskmelon,0
24-04-2016,Summer,37.4,20.8,22.8,0,coffee,0
25-04-2016,Summer,39.2,21.8,21,0,muskmelon,0
26-04-2016,Summer,40.2,22.5,24.1,0,coconut,0
27-04-2016,Summer,40.2,23.4,28,0,jute,0
28-04-2016,Summer,40.4,23,24.6,0,mango,0
29-04-2016,Summer,40.1,23.1,24.6,0,maize,0
30-04-2016,Summer,40.4,23.3,23.3,0,mungbean,0
13-05-2016,Summer,42.2,28.8,35.4,0.119,blackgram,0
14-05-2016,Summer,42.4,28.4,33.3,0,mungbean,0
15-05-2016,Summer,42.4,28.4,30.3,0,pigeonpeas,0
16-05-2016,Summer,44,27.8,24.8,0,mungbean,0
17-05-2016,Summer,43.2,30,25.9,0,lentil,0
18-05-2016,Summer,43.7,26.9,25.6,0,coffee,0
19-05-2016,Summer,42.8,29.9,38.7,0,kidneybeans,0
20-05-2016,Summer,41.4,31,46.8,0,pigeonpeas,0
21-05-2016,Summer,41.2,31.4,48.7,0,pomegranate,0
22-05-2016,Summer,43.5,29.3,48.3,0,muskmelon,0
23-05-2016,Summer,40.5,23.7,52.8,6.747,coconut,0
24-05-2016,Summer,35,24.2,57.6,3.403,coconut,0
25-05-2016,Summer,39,27.9,55.6,0.459,cotton,0
26-05-2016,Summer,39.4,26.9,47.6,0,rice,0
27-05-2016,Summer,41.2,31.7,34.7,0,banana,0
28-05-2016,Summer,41.2,27.9,36,0.09,mothbeans,0
29-05-2016,Summer,36.8,24,59.7,0.788,pigeonpeas,0
30-05-2016,Summer,32.3,23.2,72.1,9.495,grapes,0
31-05-2016,Summer,37.2,25.2,59.4,0,papaya,0
13-06-2016,Monsoon,40.8,28.2,46.7,0.23,watermelon,0
14-06-2016,Monsoon,36,25,61.1,0,banana,0
15-06-2016,Monsoon,38.4,30,56.9,0.6,pigeonpeas,0
16-06-2016,Monsoon,36.9,29,54.2,0,banana,0
17-06-2016,Monsoon,39.2,27.3,55.8,4.372,grapes,0
18-06-2016,Monsoon,39.2,30.9,54.8,0,kidneybeans,0
19-06-2016,Monsoon,40,30.6,57.9,0,coconut,0
20-06-2016,Monsoon,38.2,26.3,73,8.104,papaya,1
21-06-2016,Monsoon,37.2,27,69.6,0,banana,0
22-06-2016,Monsoon,37.1,27,66.9,0.851,watermelon,0
23-06-2016,Monsoon,38,27.8,59.7,0.4,cotton,0
24-06-2016,Monsoon,40,30,52.6,0,pomegranate,0
25-06-2016,Monsoon,39.2,32,59.5,0,muskmelon,0
26-06-2016,Monsoon,38.9,30,61.9,0,jute,0
27-06-2016,Monsoon,38.2,31,63.5,0,mothbeans,0
28-06-2016,Monsoon,35,26.1,77,14.214,blackgram,0
29-06-2016,Monsoon,39,28.2,63.7,0,kidneybeans,0
30-06-2016,Monsoon,39.5,31.4,59.8,5.104,mango,0
13-07-2016,Monsoon,34.6,28.4,81,15.104,cotton,0
14-07-2016,Monsoon,35.2,26.8,84.8,26.194,apple,0
15-07-2016,Monsoon,33.6,27.8,84.3,0.255,watermelon,0
16-07-2016,Monsoon,30,25,91.3,16.227,muskmelon,0
17-07-2016,Monsoon,29.9,26,89.2,1.448,coffee,1
18-07-2016,Monsoon,32,25.3,88.3,40.324,rice,0
19-07-2016,Monsoon,35.2,27,76.4,0,mothbeans,0
20-07-2016,Monsoon,37,29,70,0,coffee,0
21-07-2016,Monsoon,37.2,29,62.6,0,chickpea,0
22-07-2016,Monsoon,37,29,64,0,pigeonpeas,0
23-07-2016,Monsoon,34.2,29,71.9,0,rice,1
24-07-2016,Monsoon,34.8,28.9,79.4,0.597,papaya,1
25-07-2016,Monsoon,34.2,28.8,75.2,0.119,mungbean,0
26-07-2016,Monsoon,34.8,28,83.3,7.253,pigeonpeas,0
27-07-2016,Monsoon,30.6,27,88.7,15.642,coconut,0
28-07-2016,Monsoon,32.9,27,85.1,4.299,mungbean,0
29-07-2016,Monsoon,28.8,26.2,93.8,18.916,lentil,0
30-07-2016,Monsoon,30,26.2,93.6,32.558,chickpea,0
31-07-2016,Monsoon,31,26.9,87.2,0,apple,0
13-08-2016,Monsoon,33.8,26,84.9,0.469,mothbeans,0
14-08-2016,Monsoon,31.2,26,85.7,4.838,banana,1
15-08-2016,Monsoon,34.2,27.8,75.8,2.149,lentil,0
16-08-2016,Monsoon,34.8,26.8,71.9,0,pomegranate,0
17-08-2016,Monsoon,31.2,26,77.3,0.83,pomegranate,0
18-08-2016,Monsoon,33,27,82,1.045,blackgram,0
19-08-2016,Monsoon,34,27.4,73.7,0,coconut,0
20-08-2016,Monsoon,35.6,28,73,0,cotton,0
21-08-2016,Monsoon,34.6,27,74.6,0,coconut,0
22-08-2016,Monsoon,34.9,26.9,71.4,0,pigeonpeas,0
23-08-2016,Monsoon,33.2,28,74.3,0,blackgram,0
24-08-2016,Monsoon,31.6,28.7,80.6,5.448,jute,1
25-08-2016,Monsoon,34.7,27.6,81.6,0.09,orange,0
26-08-2016,Monsoon,35.1,27.4,81.8,15.448,coconut,0
27-08-2016,Monsoon,35.8,26.8,76.3,0,rice,1
28-08-2016,Monsoon,36.7,28.4,73.7,0,chickpea,0
29-08-2016,Monsoon,33.1,25.8,86.6,20.596,muskmelon,0
30-08-2016,Monsoon,32.9,25.7,85,1,coffee,1
31-08-2016,Monsoon,29.8,24,90.7,64.507,kidneybeans,0
13-09-2016,Monsoon,35.1,26,67.6,0,banana,0
14-09-2016,Monsoon,33.8,26,74,5.104,orange,0
15-09-2016,Monsoon,35.2,26.9,65.2,0,mango,0
16-09-2016,Monsoon,35.8,26.4,63.4,0,pigeonpeas,0
17-09-2016,Monsoon,35.1,27,65.4,0,mungbean,0
18-09-2016,Monsoon,35.8,26,65.3,0,kidneybeans,0
19-09-2016,Monsoon,36.6,27,63,0,coffee,0
20-09-2016,Monsoon,37,26.4,60.5,0,papaya,0
21-09-2016,Monsoon,36.9,27,64.6,0.149,mungbean,0
22-09-2016,Monsoon,32.6,27,74.1,0,coffee,0
23-09-2016,Monsoon,35,25.8,70.8,0,orange,0
24-09-2016,Monsoon,34.2,27,71.3,0,chickpea,0
25-09-2016,Monsoon,34,26,67.6,0,rice,0
26-09-2016,Monsoon,34.8,26.3,67.2,0,watermelon,0
27-09-2016,Monsoon,35.2,26.9,65.7,0,banana,0
28-09-2016,Monsoon,36.1,26.2,63.1,0,orange,0
29-09-2016,Monsoon,34.3,27,66.4,0,cotton,0
30-09-2016,Monsoon,35.1,27,66.2,0,cotton,0
13-10-2016,Post-Monsoon,35,21.5,48.3,0,rice,0
14-10-2016,Post-Monsoon,35,20.4,51.4,0,coffee,0
15-10-2016,Post-Monsoon,33.2,19,53.6,0,mungbean,0
16-10-2016,Post-Monsoon,34,19,51.9,0,mango,0
17-10-2016,Post-Monsoon,34,20.2,52,0,muskmelon,0
18-10-2016,Post-Monsoon,34,19,52.8,0,orange,0
19-10-2016,Post-Monsoon,34.8,18,52.4,0,blackgram,0
20-10-2016,Post-Monsoon,34.1,19.8,49.5,0,kidneybeans,0
21-10-2016,Post-Monsoon,34.7,21,48.2,0,kidneybeans,0
22-10-2016,Post-Monsoon,34.6,21,51.4,0,pomegranate,0
23-10-2016,Post-Monsoon,33,19,55.3,0,papaya,0
24-10-2016,Post-Monsoon,34.8,20,52.1,0,pigeonpeas,0
25-10-2016,Post-Monsoon,32.8,20.7,54.1,0,pigeonpeas,0
26-10-2016,Post-Monsoon,33.1,19,59.8,0,kidneybeans,0
27-10-2016,Post-Monsoon,32.1,18.2,60.9,0,banana,0
28-10-2016,Post-Monsoon,31.6,16,58.4,0,banana,0
29-10-2016,Post-Monsoon,32.2,16.2,61.7,0,apple,0
30-10-2016,Post-Monsoon,31.8,17.3,68.9,0,maize,0
31-10-2016,Post-Monsoon,30.8,17,69.3,0,grapes,0
13-11-2016,Post-Monsoon,30,15.4,57.2,0,mango,0
14-11-2016,Post-Monsoon,29,15.2,61,0,banana,0
15-11-2016,Post-Monsoon,28.6,14,60.1,0,papaya,0
16-11-2016,Post-Monsoon,27,12.6,60.3,0,cotton,0
17-11-2016,Post-Monsoon,27.6,12,56.9,0,muskmelon,0
18-11-2016,Post-Monsoon,27.8,12.8,57.8,0,kidneybeans,0
19-11-2016,Post-Monsoon,28,12.4,61.4,0,cotton,0
20-11-2016,Post-Monsoon,29,12.4,60.6,0,mungbean,0
21-11-2016,Post-Monsoon,30.1,12.7,58.6,0,mungbean,0
22-11-2016,Post-Monsoon,30.1,12.2,56.1,0,lentil,0
23-11-2016,Post-Monsoon,28.6,13,59.5,0,coconut,0
24-11-2016,Post-Monsoon,28,12.2,58,0,cotton,0
25-11-2016,Post-Monsoon,29,12,43.2,0,pomegranate,0
26-11-2016,Post-Monsoon,30.8,16,40.9,0,muskmelon,0
27-11-2016,Post-Monsoon,29,13,45.2,0,blackgram,0
28-11-2016,Post-Monsoon,28.8,12,44.1,0,apple,0
29-11-2016,Post-Monsoon,27.9,11.4,55.6,0,lentil,0
30-11-2016,Post-Monsoon,25.8,12.8,80,0,grapes,0
13-12-2016,Post-Monsoon,26.1,11.2,65.9,0,maize,0
14-12-2016,Post-Monsoon,23.8,11,72.1,0,coconut,0
15-12-2016,Post-Monsoon,24,10,67.8,0,papaya,0
16-12-2016,Post-Monsoon,23.8,8,65.8,0,coconut,0
17-12-2016,Post-Monsoon,21.8,9,76.7,0,banana,0
18-12-2016,Post-Monsoon,22.8,8,72.4,0,watermelon,0
19-12-2016,Post-Monsoon,22.8,7.2,71.9,0,orange,0
20-12-2016,Post-Monsoon,24,9,66.7,0,rice,0
21-12-2016,Post-Monsoon,25,10,62.4,0,cotton,0
22-12-2016,Post-Monsoon,24,8.2,64,0,lentil,0
23-12-2016,Post-Monsoon,24.8,8.2,77.4,0,rice,0
24-12-2016,Post-Monsoon,24.6,8.4,80.9,0,grapes,0
26-12-2016,Post-Monsoon,22.6,10,82.7,0,banana,0
27-12-2016,Post-Monsoon,23,8,75.1,0,coconut,0
28-12-2016,Post-Monsoon,24.8,8.4,70.9,0,lentil,0
29-12-2016,Post-Monsoon,21.1,9.1,85.9,0,pomegranate,0
30-12-2016,Post-Monsoon,18.2,10.8,89.2,0,mungbean,0
31-12-2016,Post-Monsoon,20.2,9,89.7,0,lentil,0
13-01-2017,Winter,19,5.2,72.7,0,pomegranate,0
14-01-2017,Winter,18.9,4.4,75.3,0,mothbeans,0
15-01-2017,Winter,23,9,66.7,0,rice,0
16-01-2017,Winter,18.6,9.8,75.2,0,muskmelon,0
17-01-2017,Winter,15,5,87.8,0,blackgram,0
18-01-2017,Winter,19,5,81.3,0,lentil,0
19-01-2017,Winter,20.7,6.8,80.2,0,mungbean,0
20-01-2017,Winter,19.8,6,78.4,0,apple,0
21-01-2017,Winter,19,5,78,0,apple,0
22-01-2017,Winter,23.2,9,81,0,jute,0
23-01-2017,Winter,24,9,81.4,0,blackgram,0
24-01-2017,Winter,25.1,11,73.8,0,muskmelon,0
25-01-2017,Winter,25.8,13.4,76,0.597,jute,0
26-01-2017,Winter,18.2,14,92.2,29.918,cotton,0
27-01-2017,Winter,19.6,12,86.1,0.2,watermelon,0
28-01-2017,Winter,18.8,10,88.2,0,muskmelon,0
29-01-2017,Winter,21,11,84.2,0,coffee,0
30-01-2017,Winter,21.8,10.8,81.9,0,rice,0
31-01-2017,Winter,22.9,10,78.8,0,grapes,0
13-02-2017,Winter,24.5,10,68.9,0,cotton,0
14-02-2017,Winter,24.8,9,66.4,0,lentil,0
15-02-2017,Winter,26.8,11,65.4,0,papaya,0
16-02-2017,Winter,26.3,13,62.1,0,blackgram,0
17-02-2017,Winter,26.8,15,68.1,0,mango,0
18-02-2017,Winter,29.6,14,70.8,0,watermelon,0
19-02-2017,Winter,30.8,15.8,64.7,0,apple,0
20-02-2017,Winter,32,17.5,59.2,0,muskmelon,0
21-02-2017,Winter,25,16,71.7,0,watermelon,0
22-02-2017,Winter,26.8,12.4,61.3,0,blackgram,0
23-02-2017,Winter,25,11.8,47.5,0,mungbean,0
24-02-2017,Winter,25,9,48.3,0,lentil,0
25-02-2017,Winter,27,11,49,0,mango,0
26-02-2017,Winter,27,11,57.9,0,papaya,0
27-02-2017,Winter,28.8,11,53.9,0,cotton,0
28-02-2017,Winter,32.2,13.9,53.4,0,pigeonpeas,0
13-03-2017,Summer,23.8,10,50.8,0,mango,0
14-03-2017,Summer,26,10.4,52.1,0,mothbeans,0
15-03-2017,Summer,28,12,53.5,0,maize,0
16-03-2017,Summer,29.8,14.8,52.9,0,coffee,0
17-03-2017,Summer,27.8,13,61.4,0,chickpea,0
18-03-2017,Summer,29.8,14,52.2,0,mango,0
19-03-2017,Summer,29.8,16.8,54.7,0,mothbeans,0
20-03-2017,Summer,30.2,16,58.4,0,maize,0
21-03-2017,Summer,33.2,17,52,0,pomegranate,1
22-03-2017,Summer,35.2,19,48.3,0,jute,0
23-03-2017,Summer,37,19.5,48.5,0,mungbean,0
24-03-2017,Summer,34.8,21.6,47.3,0,blackgram,0
25-03-2017,Summer,34.6,17,46.2,0,maize,0
26-03-2017,Summer,34.8,18,45.2,0,jute,0
27-03-2017,Summer,37,20,44.8,0,blackgram,0
28-03-2017,Summer,38,22,46.8,0,mango,0
29-03-2017,Summer,38.1,23,42.4,0,apple,0
30-03-2017,Summer,38,22,40.3,0,watermelon,0
31-03-2017,Summer,39,23,40.4,0,coffee,0
13-04-2017,Summer,40.2,21.2,27.6,0,mothbeans,0
14-04-2017,Summer,40.5,22.7,29.3,0,blackgram,0
15-04-2017,Summer,40.5,23.4,30,0,cotton,0
16-04-2017,Summer,40.4,23,30.9,0,mungbean,0
17-04-2017,Summer,41.5,26,38.3,0,blackgram,0
18-04-2017,Summer,42.4,26.3,33.4,0,mango,0
19-04-2017,Summer,42.2,26.6,22.1,0,pomegranate,0
20-04-2017,Summer,43,27.6,27.1,0,coconut,0
21-04-2017,Summer,40.4,29,42.5,0,banana,0
22-04-2017,Summer,39.6,29.8,45,0,pomegranate,0
23-04-2017,Summer,40.2,26,35.1,0,orange,0
24-04-2017,Summer,38,26,33.8,0,coffee,0
